mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
7.005474090576172,0.3458436846531803,2.7939863204956055,0.09616288411653519,True,,log2,4,5,300,"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",0.6579282928292829,0.658078307830783,0.6580279788470915,0.6580115265023858,6.233851085542598e-05,139
3.741717576980591,0.06893022362059131,2.4994205633799234,0.13326147608066363,True,,log2,4,10,100,"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.6604035403540354,0.6579657965796579,0.6574654014927053,0.6586115794754662,0.0012834696863069808,135
5.590436935424805,0.30305492364777953,2.097675005594889,0.16923514621142685,True,,log2,4,10,200,"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.6593159315931593,0.6592784278427842,0.6578404530622961,0.6588116041660799,0.00068687819522259,131
7.177096446355184,0.1104490207320423,2.0449281533559165,0.17366117501569192,True,,log2,4,10,300,"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",0.6593909390939094,0.6587908790879088,0.6586655665153959,0.6589491282324048,0.000316568516243718,129
3.0126535097757974,0.07724155713193749,1.4384198983510335,0.2183220292083611,True,10,sqrt,1,2,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.6770177017701771,0.6798679867986799,0.6762554851292053,0.6777137245660207,0.0015547514007582689,5
3.9345574378967285,0.2027950134542808,1.5690330664316814,0.17322266054396815,True,10,sqrt,1,2,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.6766801680168016,0.679005400540054,0.6748677943217193,0.676851120959525,0.0016934904755110212,77
4.456187804539998,0.2914353253588259,1.7384390830993652,0.18839316943941511,True,10,sqrt,1,2,300,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.6766801680168016,0.6795679567956796,0.6749428046356374,0.6770636431493728,0.0019075810177396934,49
2.3469337622324624,0.09928430544823659,1.7814757029215496,0.04672251299477215,True,10,sqrt,1,5,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.6775802580258026,0.6791554155415541,0.6749803097925965,0.6772386611199844,0.00172150967434462,31
3.6503893534342446,0.1496151381321636,1.608392556508382,0.1436384254913893,True,10,sqrt,1,5,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.6766051605160516,0.6793804380438044,0.6750553201065147,0.6770136395554568,0.0017891902520584518,55
4.4485892454783125,0.0962136863912597,1.6110862096150715,0.06794400841111213,True,10,sqrt,1,5,300,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.6767926792679267,0.6791179117911791,0.6748302891647602,0.6769136267412886,0.0017525026229422726,67
